district,year,total_enrollment,grade_3k,grade_pk_(half_day_&_full_day),grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,num_female,pct_female,num_male,pct_male,num_asian,pct_asian,num_black,pct_black,num_hispanic,pct_hispanic,num_multi-racial,pct_multi-racial,num_native_american,pct_native_american,num_white,pct_white,num_missing_race/ethnicity_data,pct_missing_race/ethnicity_data,num_students_with_disabilities,pct_students_with_disabilities,num_english_language_learners,pct_english_language_learners,num_poverty,pct_poverty,economic_need_index
15,2018,33200,0,2728,3117,3123,3051,3054,2994,2953,2108,1981,1914,1665,1746,1442,1324,16730,0.5039156675338745,16467,0.495993971824646,5358,0.16138553619384766,4642,0.13981927931308746,12004,0.3615662753582001,916,0.02759036235511303,137,0.0041265059262514114,9995,0.3010542094707489,148,0.004457831382751465,6539,0.19695782661437988,5026,0.15138554573059082,19223,0.579006016254425,0.5870221257209778
15,2019,33220,0,2694,3040,3060,3016,2916,2952,2872,2362,2047,1967,1717,1837,1378,1362,16794,0.505538821220398,16426,0.49446117877960205,5404,0.16267308592796326,4520,0.1360626071691513,11834,0.3562311828136444,996,0.029981939122080803,134,0.004033714532852173,10195,0.3068934381008148,137,0.004124021623283625,6689,0.20135460793972015,4598,0.13841059803962708,18794,0.5657435059547424,0.5743480920791626
15,2020,33140,275,2771,2921,2962,2926,2896,2811,2866,2193,2274,2017,1670,1799,1466,1293,16620,0.5015087723731995,16520,0.4984912574291229,5495,0.1658117026090622,4231,0.12767048180103302,11589,0.3496982455253601,1117,0.033705491572618484,145,0.004375377204269171,10260,0.30959564447402954,303,0.00914302933961153,6812,0.20555220544338226,4272,0.12890766561031342,18391,0.5549486875534058,0.5779955983161926
15,2021,31261,235,2261,2594,2687,2676,2699,2710,2633,2104,2085,2217,1519,1809,1565,1467,15653,0.5007197260856628,15608,0.49928024411201477,5281,0.16893254220485687,4028,0.12885063886642456,11115,0.35555484890937805,1183,0.037842679768800735,148,0.0047343336045742035,9250,0.29589584469795227,256,0.008189117535948753,6739,0.21557211875915527,4385,0.14027062058448792,17676,0.5654329657554626,0.5786386132240295
15,2022,29777,895,2132,2421,2423,2371,2468,2452,2501,1946,1925,1975,1571,1680,1511,1506,15039,0.505054235458374,14738,0.494945764541626,4920,0.1652282029390335,3784,0.12707795202732086,10626,0.35685259103775024,1227,0.041206300258636475,132,0.0044329515658319,8885,0.2983846664428711,203,0.00681734224781394,6218,0.20881888270378113,4097,0.13758940994739532,16088,0.5402827858924866,0.5527021288871765
16,2018,6839,0,689,524,478,496,583,509,507,307,320,362,503,479,461,621,3219,0.47068285942077637,3620,0.5293171405792236,148,0.021640591323375702,5068,0.7410439848899841,1320,0.19301067292690277,35,0.005117707420140505,69,0.010089194402098656,178,0.026027197018265724,21,0.0030706243123859167,1801,0.26334258913993835,329,0.048106446862220764,5881,0.8599210381507874,0.8647645711898804
16,2019,6745,349,608,456,477,480,509,568,476,308,308,320,372,408,424,682,3222,0.47768718004226685,3523,0.5223128199577332,146,0.021645663306117058,4928,0.7306152582168579,1318,0.19540400803089142,53,0.007857671938836575,76,0.011267605237662792,208,0.030837656930088997,16,0.002372127491980791,1713,0.25396591424942017,311,0.04610822722315788,5655,0.838398814201355,0.8455366492271423
16,2020,6656,524,663,456,453,465,453,481,554,276,317,306,455,389,336,528,3170,0.47626203298568726,3486,0.5237379670143127,142,0.02133413404226303,4748,0.7133413553237915,1320,0.19831730425357819,62,0.009314903989434242,68,0.010216346010565758,256,0.03846153989434242,60,0.009014423005282879,1625,0.244140625,323,0.04852764308452606,5431,0.8159555196762085,0.8437792658805847
16,2021,6302,444,585,446,434,431,455,432,470,348,287,307,388,411,442,422,3018,0.4788955748081207,3284,0.5211043953895569,146,0.02316724881529808,4434,0.7035861611366272,1270,0.2015233188867569,72,0.01142494473606348,62,0.009838146157562733,268,0.042526181787252426,50,0.00793398916721344,1513,0.2400825172662735,325,0.05157092958688736,5225,0.8291018605232239,0.8213094472885132
16,2022,5970,412,521,437,435,417,424,422,430,284,331,276,385,362,386,448,2835,0.4748743772506714,3135,0.5251256227493286,134,0.0224455613642931,4126,0.69112229347229,1338,0.2241206020116806,72,0.012060301378369331,60,0.01005025114864111,227,0.0380234494805336,13,0.002177554415538907,1391,0.232998326420784,353,0.05912897735834122,4813,0.8061976432800293,0.8143100142478943
17,2018,22534,0,1919,1351,1377,1328,1453,1415,1414,1499,1561,1508,1960,1989,1821,1939,11261,0.49973374605178833,11272,0.5002219080924988,666,0.029555339366197586,16882,0.7491790056228638,3526,0.15647466480731964,139,0.006168456748127937,304,0.013490725308656693,917,0.040694061666727066,100,0.004437738563865423,4150,0.18416614830493927,2475,0.10983403027057648,18635,0.8269726037979126,0.7788825631141663
17,2019,21984,0,1944,1174,1295,1297,1346,1433,1381,1565,1496,1564,1884,1937,1753,1915,11034,0.5019105076789856,10950,0.4980895221233368,658,0.029930857941508293,16343,0.7434042692184448,3512,0.15975254774093628,167,0.007596433628350496,289,0.013145924545824528,914,0.04157569259405136,101,0.0045942505821585655,4092,0.18613536655902863,2277,0.10357532650232315,17600,0.800582230091095,0.7693116664886475
17,2020,21544,406,1897,1163,1114,1220,1227,1266,1317,1519,1546,1480,1951,1918,1714,1806,10883,0.5051522254943848,10661,0.49484774470329285,646,0.02998514659702778,15764,0.7317118644714355,3398,0.15772372484207153,172,0.007983661256730556,296,0.013739324174821377,1037,0.04813405126333237,231,0.01072224322706461,3946,0.18316005170345306,2007,0.09315818548202515,17108,0.7940958142280579,0.7839409708976746
17,2021,20533,408,1454,1028,1128,1034,1201,1178,1231,1388,1474,1533,2032,1859,1768,1817,10400,0.5065017342567444,10133,0.4934982657432556,625,0.030438804998993874,14702,0.7160181403160095,3461,0.16855792701244354,236,0.011493693105876446,273,0.013295670039951801,1027,0.05001704394817352,209,0.010178736411035061,3933,0.19154532253742218,1966,0.09574830532073975,16473,0.8022695183753967,0.7747897505760193
17,2022,20128,1117,1513,1025,990,995,966,1099,1137,1171,1346,1436,2117,1773,1681,1762,10157,0.5046204328536987,9971,0.49537956714630127,605,0.0300576314330101,14281,0.7095091342926025,3469,0.17234697937965393,236,0.011724960058927536,260,0.01291732955724001,1160,0.05763116106390953,117,0.005812798161059618,3722,0.18491654098033905,1935,0.0961347371339798,15442,0.7671899795532227,0.7378323674201965
18,2018,15707,0,1404,975,1047,1074,1160,1155,1236,1086,1113,1062,1120,1147,994,1134,7585,0.48290571570396423,8122,0.5170943140983582,271,0.01725345477461815,13406,0.8535048365592957,1176,0.07487107813358307,80,0.005093270447105169,208,0.013242503628134727,531,0.033806584775447845,35,0.002228305907920003,3079,0.1960272490978241,1107,0.07047813385725021,12397,0.7892659306526184,0.720975935459137
18,2019,15006,0,1320,883,955,1046,1083,1141,1102,1094,1088,1104,1013,1092,980,1105,7207,0.4802745580673218,7799,0.5197254419326782,286,0.019059043377637863,12673,0.84452885389328,1183,0.078835129737854,78,0.005197920836508274,179,0.011928562074899673,565,0.037651605904102325,42,0.002798880450427532,3009,0.20051978528499603,1116,0.07437025010585785,11623,0.7745568156242371,0.719660758972168
18,2020,13951,163,1330,786,825,912,984,1058,1065,952,1099,1066,914,908,902,987,6653,0.4768833816051483,7298,0.5231166481971741,307,0.022005591541528702,11685,0.8375743627548218,1144,0.08200129121541977,84,0.006021073553711176,117,0.008386495523154736,560,0.04014049097895622,54,0.003870690241456032,2785,0.19962726533412933,952,0.06823883950710297,10811,0.7749265432357788,0.7487395405769348
18,2021,12602,152,966,772,764,786,880,931,1013,942,940,1057,863,893,770,873,6037,0.4790509343147278,6565,0.5209490656852722,286,0.02269481122493744,10372,0.823043942451477,1155,0.09165211766958237,95,0.007538485806435347,113,0.008966830559074879,525,0.04166005551815033,56,0.004443739075213671,2588,0.20536422729492188,908,0.07205205410718918,9826,0.7797175049781799,0.7404018044471741
18,2022,12068,813,1072,675,732,688,731,797,878,828,888,892,835,763,707,769,5723,0.4742293655872345,6345,0.5257706046104431,285,0.02361617423593998,9868,0.8176997303962708,1108,0.09181305766105652,103,0.008534968830645084,108,0.008949287235736847,523,0.04333775117993355,73,0.006049055140465498,2352,0.19489559531211853,863,0.07151143252849579,8880,0.7358303070068359,0.6876451373100281
19,2018,22742,0,1823,1670,1677,1750,1706,1835,1804,1655,1684,1574,1466,1462,1305,1331,10966,0.4821915328502655,11776,0.5178084373474121,1800,0.07914870977401733,10012,0.440242737531662,10011,0.44019874930381775,70,0.0030780055094510317,349,0.01534605585038662,450,0.019787177443504333,50,0.002198575297370553,4857,0.21356961131095886,3027,0.13310174643993378,20188,0.8876967430114746,0.8717235326766968
19,2019,22174,0,1832,1481,1596,1616,1679,1670,1738,1621,1687,1697,1597,1440,1171,1349,10586,0.47740596532821655,11588,0.5225940346717834,1757,0.0792369470000267,9490,0.4279787242412567,9985,0.4503021538257599,81,0.003652926767244935,332,0.014972490258514881,470,0.021195994690060616,59,0.002660773927345872,4809,0.2168756127357483,3036,0.1369171142578125,19591,0.8835121989250183,0.867013156414032
19,2020,22173,1078,1748,1421,1452,1534,1558,1623,1612,1593,1621,1649,1584,1454,1194,1052,10622,0.4790510833263397,11551,0.5209488868713379,1844,0.08316420763731003,9253,0.41730934381484985,9885,0.445812463760376,91,0.004104090388864279,331,0.014928065240383148,473,0.02133225090801716,296,0.013349569402635098,4576,0.20637711882591248,2799,0.12623460590839386,19452,0.8772831559181213,0.8785550594329834
19,2021,20872,859,1471,1230,1358,1379,1432,1485,1545,1424,1563,1587,1641,1511,1233,1154,9896,0.47412800788879395,10976,0.525871992111206,1786,0.08556918054819107,8544,0.40935224294662476,9418,0.45122653245925903,174,0.008336527273058891,323,0.015475277788937092,440,0.021080873906612396,187,0.008959371596574783,4451,0.2132522016763687,2706,0.1296473741531372,18469,0.8848696947097778,0.8743583559989929
19,2022,19959,1058,1440,1345,1242,1250,1274,1348,1396,1366,1365,1474,1600,1394,1308,1099,9512,0.4765769839286804,10447,0.5234230160713196,1719,0.08612655848264694,8111,0.40638309717178345,9202,0.46104514598846436,114,0.005711709149181843,313,0.015682147815823555,410,0.02054211124777794,90,0.004509244114160538,4081,0.20446915924549103,2746,0.13758204877376556,16948,0.8491407632827759,0.8442041277885437
20,2018,54156,0,4119,4352,4214,4001,4221,4008,4091,4123,3998,3994,3648,3579,2711,3097,26078,0.48153483867645264,28075,0.518409788608551,23563,0.4350949227809906,1536,0.028362508863210678,14151,0.2613006830215454,276,0.005096388049423695,170,0.0031390797812491655,14301,0.26407045125961304,159,0.002935962751507759,8340,0.15399955213069916,12740,0.23524633049964905,42279,0.7806891202926636,0.7656492590904236
20,2019,53980,0,4238,3884,4354,4085,3949,4167,3979,4148,4120,4046,3764,3594,2660,2992,25901,0.47982585430145264,28079,0.5201741456985474,23562,0.43649500608444214,1388,0.025713227689266205,14307,0.26504260301589966,317,0.005872545298188925,173,0.0032048907596617937,14065,0.26055946946144104,168,0.0031122637446969748,8647,0.1601889580488205,11909,0.22061875462532043,41643,0.7714523673057556,0.7605425119400024
20,2020,54077,336,4195,3920,3861,4276,4050,3948,4150,4018,4162,4173,3849,3640,2769,2730,26009,0.480962336063385,28068,0.519037663936615,23665,0.4376167356967926,1300,0.024039795622229576,14511,0.268339604139328,362,0.006694158539175987,189,0.0034950163681060076,13870,0.25648611783981323,180,0.0033285869285464287,8615,0.15930987894535065,11029,0.2039499282836914,41532,0.76801598072052,0.772932231426239
20,2021,52641,410,3774,3719,3800,3683,4101,3948,3860,4061,3982,4119,3772,3640,2963,2809,25365,0.48184874653816223,27276,0.5181512236595154,23201,0.44074010848999023,1258,0.023897722363471985,14064,0.26716816425323486,424,0.00805455818772316,197,0.0037423300091177225,13295,0.2525597810745239,202,0.003837313037365675,8631,0.16395965218544006,11906,0.2261735200881958,40312,0.7657909393310547,0.7542473673820496
20,2022,50411,1880,3347,3417,3555,3496,3452,3822,3742,3613,3875,3880,3342,3433,2668,2889,24234,0.480728417634964,26177,0.5192716121673584,21906,0.434548020362854,1174,0.02328856848180294,13835,0.2744440734386444,394,0.007815754041075706,194,0.0038483664393424988,12694,0.25181013345718384,214,0.0042451051995158195,8248,0.16361507773399353,10984,0.2178889513015747,36919,0.7323600053787231,0.7218589782714844
21,2018,37423,0,2980,2278,2187,2212,2287,2241,2223,3113,3053,2990,3347,3281,2520,2711,18120,0.48419421911239624,19297,0.515645444393158,9515,0.25425541400909424,5391,0.1440557986497879,9270,0.24770863354206085,203,0.0054244715720415115,203,0.0054244715720415115,12535,0.3349544405937195,306,0.008176789619028568,6824,0.18234775960445404,6352,0.16973519325256348,27990,0.7479357719421387,0.7352752685546875
21,2019,37136,0,2979,2131,2275,2161,2179,2269,2237,3214,3105,3082,3296,3085,2544,2579,17996,0.4845971465110779,19140,0.5154028534889221,9489,0.2555202543735504,5094,0.13717147707939148,9197,0.24765725433826447,238,0.0064088753424584866,216,0.005816458258777857,12603,0.3393741846084595,299,0.008051486685872078,6952,0.1872037947177887,6454,0.17379362881183624,27062,0.728726863861084,0.7317050099372864
21,2020,37073,227,2918,2208,2150,2193,2173,2177,2258,3240,3229,3115,3423,2977,2409,2376,18108,0.48844173550605774,18965,0.5115582942962646,9546,0.25749197602272034,4794,0.1293124407529831,9249,0.24948075413703918,282,0.007606613915413618,233,0.006284897215664387,12582,0.3393844664096832,387,0.01043886411935091,6806,0.18358373641967773,6296,0.16982710361480713,27251,0.7350632548332214,0.7488158345222473
21,2021,36039,180,2566,1924,2086,2043,2070,2094,2082,3304,3157,3172,3261,3238,2436,2426,17598,0.48830434679985046,18441,0.5116956830024719,9386,0.26044008135795593,4548,0.12619662284851074,9056,0.25128331780433655,301,0.008352062664926052,281,0.007797108497470617,12059,0.334609717130661,408,0.011321068741381168,6573,0.18238574266433716,6814,0.18907295167446136,26209,0.7272399067878723,0.7409433126449585
21,2022,36618,1583,2660,1930,1936,1961,1927,1926,2014,2973,3117,3060,3601,3009,2540,2381,17843,0.48727402091026306,18775,0.5127260088920593,9358,0.2555573880672455,4461,0.12182532995939255,9368,0.25583046674728394,351,0.00958544947206974,276,0.007537276949733496,12507,0.34155333042144775,297,0.008110765367746353,6630,0.18105849623680115,6558,0.17909224331378937,25409,0.6938937306404114,0.7081068754196167
22,2018,35692,0,2788,2663,2688,2779,2824,2802,2869,2065,2130,2104,2815,2737,2293,2135,17598,0.493051677942276,18091,0.5068643093109131,7171,0.20091336965560913,10851,0.30401769280433655,5518,0.15460047125816345,341,0.009553961455821991,253,0.007088423240929842,11415,0.3198195695877075,143,0.004006499890238047,6031,0.16897344589233398,4237,0.11871007829904556,25642,0.7184243202209473,0.6487942934036255
22,2019,35570,0,2858,2528,2691,2620,2726,2797,2793,2057,2076,2130,2867,2827,2279,2321,17629,0.49561429023742676,17941,0.5043857097625732,7386,0.20764689147472382,10294,0.28940117359161377,5482,0.1541186422109604,409,0.01149845402687788,280,0.00787180196493864,11554,0.3248243033885956,165,0.004638740327209234,6070,0.1706494241952896,4131,0.11613719165325165,25020,0.7034017443656921,0.6436364650726318
22,2020,34997,210,2858,2526,2554,2623,2569,2636,2759,2008,2026,2054,2617,2832,2382,2343,17322,0.49495670199394226,17675,0.5050432682037354,7418,0.211961030960083,9621,0.27490928769111633,5472,0.15635626018047333,432,0.012343915179371834,275,0.00785781629383564,11632,0.3323713541030884,147,0.004200359806418419,6099,0.1742720752954483,3980,0.11372403055429459,24374,0.6964597105979919,0.6598749160766602
22,2021,33431,206,2491,2264,2398,2409,2500,2464,2550,1960,1983,1986,2629,2706,2490,2395,16477,0.4928658902645111,16954,0.5071340799331665,7353,0.21994556486606598,8942,0.26747629046440125,5157,0.15425802767276764,445,0.013310998678207397,294,0.008794233202934265,11031,0.32996320724487305,209,0.0062516825273633,5933,0.17747001349925995,4161,0.12446531653404236,23254,0.6955819725990295,0.6450313329696655
22,2022,32524,1393,2434,2137,2185,2222,2227,2346,2315,1778,1841,1909,2433,2639,2256,2409,16173,0.4972635507583618,16351,0.5027364492416382,7367,0.22650966048240662,8318,0.2557496130466461,4947,0.15210306644439697,472,0.014512360095977783,305,0.00937769003212452,10870,0.3342147469520569,245,0.007532898802310228,5664,0.1741483211517334,3963,0.12184847891330719,21621,0.6647706031799316,0.6146559119224548
23,2018,9539,280,767,632,683,714,766,727,694,863,878,883,352,436,394,470,4394,0.4606352746486664,5145,0.5393646955490112,108,0.011321941390633583,7111,0.7454659938812256,2032,0.2130202353000641,43,0.00450780987739563,98,0.010273613967001438,129,0.013523430563509464,18,0.0018869902705773711,2449,0.25673550367355347,447,0.046860259026288986,8684,0.9103679656982422,0.8930495977401733
23,2019,9290,590,795,608,632,671,700,716,649,846,860,839,371,345,326,342,4306,0.46350914239883423,4984,0.5364908576011658,122,0.013132400810718536,6899,0.7426264882087708,1968,0.2118406891822815,50,0.005382131319493055,109,0.011733046732842922,126,0.013562970794737339,16,0.0017222820315510035,2367,0.2547900974750519,444,0.047793325036764145,8345,0.8982776999473572,0.8845226168632507
23,2020,9199,788,867,597,589,620,622,668,653,764,841,837,366,327,308,352,4141,0.45015761256217957,5058,0.549842357635498,121,0.013153603300452232,6698,0.7281226515769958,1976,0.2148059606552124,56,0.006087618414312601,101,0.010979454033076763,133,0.014458092860877514,114,0.012392651289701462,2234,0.24285247921943665,430,0.0467442125082016,8115,0.8821610808372498,0.893310010433197
23,2021,8309,425,672,567,562,561,607,599,641,705,749,818,388,343,351,321,3767,0.453363835811615,4542,0.546636164188385,117,0.014081116765737534,5969,0.7183776497840881,1834,0.22072450816631317,110,0.013238657265901566,91,0.010951980017125607,129,0.01552533358335495,59,0.007100733928382397,2055,0.2473221868276596,421,0.05066794902086258,7369,0.8868696689605713,0.8967294096946716
23,2022,7863,476,616,523,566,530,512,563,584,657,687,706,463,396,317,267,3585,0.4559328556060791,4278,0.5440671443939209,102,0.012972148135304451,5624,0.7152486443519592,1867,0.23744118213653564,59,0.007503497414290905,79,0.010047055780887604,111,0.014116749167442322,21,0.0026707362849265337,1812,0.23044639825820923,422,0.05366908386349678,6966,0.8859214186668396,0.8817363977432251
24,2018,60732,0,3980,4774,4852,4904,4947,5084,4768,4314,4446,4362,4090,3542,3173,3496,28782,0.47391819953918457,31948,0.5260488986968994,12254,0.20177172124385834,1574,0.025917144492268562,37797,0.6223572492599487,234,0.003852993482723832,314,0.005170256365090609,8295,0.13658368587493896,264,0.004346967209130526,10195,0.16786867380142212,13223,0.21772706508636475,47586,0.7835407853126526,0.7325752973556519
24,2019,59578,0,4035,4520,4612,4704,4797,4897,4830,4220,4439,4419,3909,3730,2962,3504,28230,0.4738326370716095,31348,0.5261673927307129,11824,0.19846251606941223,1514,0.02541206404566765,37413,0.6279667019844055,251,0.004212964326143265,325,0.005455033853650093,7966,0.13370707631111145,285,0.0047836448065936565,10217,0.17148947715759277,12795,0.21476048231124878,45397,0.761975884437561,0.7249976396560669
24,2020,58313,258,3981,4348,4475,4516,4604,4754,4557,4250,4369,4475,3863,3582,3148,3133,27789,0.476548969745636,30524,0.523451030254364,11495,0.1971258521080017,1444,0.024762917309999466,36724,0.6297737956047058,246,0.004218613263219595,332,0.005693413317203522,7694,0.13194313645362854,378,0.0064822593703866005,10025,0.17191706597805023,12291,0.21077632904052734,44650,0.7656954526901245,0.7404882907867432
24,2021,55158,175,3356,4082,4074,4267,4336,4417,4356,4009,4278,4311,3575,3552,3046,3324,26309,0.4769752323627472,28849,0.5230247378349304,10921,0.19799485802650452,1371,0.02485586889088154,34902,0.6327640414237976,279,0.005058196373283863,322,0.0058377753011882305,7063,0.1280503273010254,300,0.005438921041786671,9671,0.1753326803445816,12924,0.23430871963500977,42498,0.7704775333404541,0.7389453053474426
24,2022,54197,1489,3263,3762,3930,3958,4146,4211,4084,3779,4067,4301,3892,3226,2966,3123,25767,0.47543221712112427,28430,0.5245677828788757,10306,0.19015812873840332,1193,0.022012287750840187,35121,0.6480247974395752,333,0.006144251674413681,313,0.005775227211415768,6595,0.1216856986284256,336,0.006199605297297239,9025,0.16652213037014008,14240,0.2627451717853546,40021,0.738435685634613,0.7082573175430298
25,2018,39585,0,3098,3036,3015,2790,2906,2879,3005,2826,2796,2761,2960,2705,2490,2318,19398,0.4900341033935547,20187,0.5099658966064453,19490,0.4923582077026367,2968,0.07497789710760117,11434,0.28884679079055786,341,0.008614374324679375,222,0.005608184728771448,4969,0.12552735209465027,161,0.004067196976393461,5667,0.14316028356552124,7399,0.18691423535346985,28202,0.7124415636062622,0.6356512308120728
25,2019,39037,0,3080,2847,2989,2921,2769,2820,2839,2959,2798,2786,2954,2569,2348,2358,19090,0.48902323842048645,19947,0.5109767913818359,19256,0.49327561259269714,2750,0.07044598460197449,11451,0.2933370769023895,362,0.009273253381252289,244,0.006250480189919472,4771,0.12221738696098328,203,0.005200194660574198,5701,0.1460409313440323,7036,0.1802392601966858,26941,0.6901401281356812,0.6303076148033142
25,2020,38687,92,2960,2858,2845,2975,2873,2713,2801,2872,2952,2827,2819,2703,2304,2093,18946,0.4897252321243286,19741,0.5102747678756714,19036,0.4920516014099121,2525,0.0652673989534378,11738,0.3034094274044037,376,0.00971902720630169,225,0.005815907381474972,4557,0.11779150366783142,230,0.005945149343460798,5729,0.14808592200279236,6825,0.1764158457517624,27012,0.6982190608978271,0.6542007923126221
25,2021,37515,75,2832,2683,2755,2751,2851,2789,2625,2780,2810,2887,2465,2658,2434,2120,18279,0.487245112657547,19236,0.5127549171447754,18682,0.4979874789714813,2329,0.06208183243870735,11404,0.303985059261322,419,0.011168865486979485,231,0.006157536990940571,4209,0.11219511926174164,241,0.006424096878618002,5686,0.1515660434961319,7249,0.19322937726974487,26285,0.700653076171875,0.6458888053894043
25,2022,37197,1625,2514,2617,2581,2584,2563,2693,2652,2561,2631,2710,2617,2418,2258,2173,18282,0.49149125814437866,18915,0.5085087418556213,18096,0.4864908456802368,2146,0.05769282579421997,11813,0.31757938861846924,443,0.011909562163054943,218,0.0058606876991689205,4182,0.11242841929197311,299,0.00803828239440918,5423,0.14579132199287415,7350,0.19759657979011536,24732,0.664892315864563,0.6151483058929443
26,2018,32891,0,1745,1874,1745,1861,1862,1869,2026,1965,1924,2071,4034,3503,3347,3065,15967,0.48545193672180176,16920,0.5144264101982117,17392,0.5287768840789795,3706,0.11267519742250443,5651,0.17180991172790527,408,0.012404609471559525,265,0.008056915365159512,5382,0.1636313945055008,87,0.0026451004669070244,4794,0.1457541584968567,2518,0.07655590027570724,19520,0.5934754014015198,0.46486252546310425
26,2019,32678,0,1746,1812,1900,1784,1851,1887,1902,2167,1994,1933,4160,3314,3119,3109,15921,0.4872085154056549,16757,0.5127914547920227,17289,0.529071569442749,3748,0.11469490081071854,5649,0.17286859452724457,455,0.013923740945756435,263,0.008048227988183498,5162,0.15796560049057007,112,0.0034273823257535696,4800,0.14688780903816223,2633,0.08057408779859543,18759,0.5740559101104736,0.46768712997436523
26,2020,32524,31,1746,1788,1813,1901,1764,1834,1885,2067,2185,2030,4067,3433,3046,2934,15853,0.48742467164993286,16671,0.5125753283500671,17329,0.5328065156936646,3607,0.11090271919965744,5607,0.1723957657814026,482,0.014819825068116188,371,0.011406960897147655,5028,0.15459352731704712,100,0.0030746525153517723,4785,0.14712212979793549,2566,0.07889558374881744,18955,0.5828003883361816,0.4971531927585602
26,2021,31661,28,1666,1670,1695,1736,1833,1722,1795,1927,1997,2167,3898,3414,3164,2949,15492,0.489308625459671,16169,0.5106914043426514,17039,0.5381699800491333,3434,0.10846151411533356,5603,0.176968514919281,481,0.015192192047834396,355,0.01121253240853548,4600,0.14528915286064148,149,0.004706105217337608,4694,0.14825810492038727,2931,0.09257446229457855,18155,0.573418378829956,0.4918278157711029
26,2022,30859,912,1490,1624,1635,1573,1664,1751,1663,1760,1802,1946,3684,3323,3117,2915,15103,0.4894196093082428,15756,0.5105803608894348,16790,0.5440876483917236,3243,0.10509089380502701,5625,0.18228068947792053,511,0.016559189185500145,342,0.011082665994763374,4159,0.13477429747581482,189,0.006124631501734257,4463,0.14462555944919586,2761,0.08947146683931351,17447,0.5653780102729797,0.4756559729576111
27,2018,44879,0,2994,3314,3401,3403,3575,3534,3701,3542,3602,3636,3157,2632,2228,2160,21556,0.4803137183189392,23323,0.5196862816810608,10230,0.22794625163078308,10085,0.22471535205841064,17445,0.3887118697166443,321,0.0071525657549500465,1913,0.04262572526931763,4689,0.10448093712329865,196,0.004367298912256956,7982,0.17785601317882538,5000,0.11141068488359451,35051,0.781011164188385,0.700023353099823
27,2019,45146,985,2826,3223,3247,3299,3298,3527,3536,3700,3560,3586,3196,2719,2448,1996,21532,0.47694146633148193,23614,0.5230585336685181,10200,0.22593364119529724,9947,0.22032959759235382,17765,0.39350107312202454,354,0.007841226644814014,1995,0.04418995976448059,4706,0.1042395755648613,179,0.003964914008975029,8183,0.18125636875629425,4825,0.1068754717707634,34029,0.7537544965744019,0.6881651878356934
27,2020,45820,2168,2950,3060,3170,3169,3237,3250,3541,3488,3733,3552,3238,2708,2288,2268,21855,0.47697511315345764,23965,0.52302485704422,10302,0.2248363196849823,9808,0.21405500173568726,18265,0.39862504601478577,395,0.008620689623057842,2043,0.04458751529455185,4710,0.10279353708028793,297,0.006481885444372892,8111,0.17701877653598785,4595,0.10028371959924698,34536,0.7537319660186768,0.7104367613792419
27,2021,43662,1843,2733,2787,2986,3023,3040,3142,3173,3408,3451,3662,2853,2791,2381,2389,20811,0.4766387343406677,22851,0.5233612656593323,9729,0.2228253334760666,9159,0.20977051556110382,17571,0.40243232250213623,472,0.010810315608978271,1970,0.04511932656168938,4526,0.10365993529558182,235,0.005382254719734192,7894,0.18079794943332672,4589,0.10510283708572388,33048,0.7569053173065186,0.7065012454986572
27,2022,41502,1943,2593,2790,2776,2780,2847,2935,3006,3057,3266,3311,2836,2513,2492,2357,19769,0.4763384759426117,21733,0.5236614942550659,9083,0.21885691583156586,8533,0.20560455322265625,17035,0.4104621410369873,446,0.010746469721198082,1893,0.045612260699272156,4092,0.09859766066074371,420,0.010119994170963764,7286,0.17555780708789825,4641,0.11182593554258347,30766,0.7413136959075928,0.678277850151062
28,2018,42671,0,3298,2751,2827,2820,2784,2845,2748,2588,2533,2474,3996,3884,3624,3499,21111,0.4947388172149658,21556,0.5051674246788025,12503,0.29300931096076965,9100,0.21325959265232086,11666,0.2733941078186035,655,0.015350003726780415,1519,0.035597946494817734,6972,0.163389652967453,256,0.005999390501528978,6538,0.1532188206911087,4450,0.10428628325462341,30065,0.704576849937439,0.6152872443199158
28,2019,42379,0,3253,2763,2715,2731,2775,2715,2785,2642,2526,2519,4074,3907,3427,3547,20937,0.4940418601036072,21442,0.5059581398963928,12674,0.29906320571899414,8474,0.19995751976966858,11745,0.2771419882774353,737,0.017390688881278038,1509,0.03560725972056389,6953,0.1640671044588089,287,0.006772221997380257,6592,0.15554873645305634,4551,0.10738809406757355,29418,0.6941645741462708,0.6121336817741394
28,2020,42006,336,3289,2752,2707,2653,2637,2695,2592,2603,2589,2534,3985,3791,3525,3318,20740,0.49373897910118103,21266,0.5062609910964966,12480,0.2971004247665405,7948,0.18921107053756714,11959,0.28469741344451904,803,0.019116315990686417,1547,0.036828070878982544,6832,0.1626434326171875,437,0.010403275489807129,6460,0.1537875533103943,4337,0.10324715822935104,28657,0.6822120547294617,0.6334084272384644
28,2021,40681,288,2971,2529,2655,2530,2511,2518,2547,2484,2546,2572,3881,3743,3533,3373,20299,0.4989798665046692,20382,0.5010201334953308,12528,0.3079570233821869,7444,0.18298467993736267,11559,0.2841375470161438,827,0.02032889984548092,1488,0.03657727316021919,6454,0.1586489975452423,381,0.009365551173686981,6254,0.15373270213603973,4452,0.10943683981895447,27311,0.6713453531265259,0.6268460154533386
